Namespace(batch_size=32, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-09, init_gain_conv1=1e-09, init_gain_conv2=1e-09, init_gain_conv3=1e-09, init_gain_fc=1e-09, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=20, none_act=0.05, oc1=32, oc2=64, oc3=64, padding=2, reset=1, save_int=5, target_act=1.0, tau_mem_high=20, tau_mem_low=20, tau_ref_high=5.0, tau_ref_low=5.0, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.0, train_samples=100, train_tau=False)
1434bc03-7a21-41bb-908a-9669842f87b9
Start Training Backbone
Epoch 1 | Batch 0/63 | Loss 3.8553 | Rotate Loss 1.9061 | Accuracy 4.687500 | Rotate Accuracy 27.3438 | Time 10.5696
Epoch 1 | Batch 5/63 | Loss 3.1390 | Rotate Loss 1.4729 | Accuracy 5.468750 | Rotate Accuracy 25.3906 | Time 9.3577
Epoch 1 | Batch 10/63 | Loss 3.0739 | Rotate Loss 1.4335 | Accuracy 5.539773 | Rotate Accuracy 25.2131 | Time 9.4537
Epoch 1 | Batch 15/63 | Loss 3.0495 | Rotate Loss 1.4188 | Accuracy 5.957031 | Rotate Accuracy 25.1465 | Time 9.4793
Epoch 1 | Batch 20/63 | Loss 3.0367 | Rotate Loss 1.4110 | Accuracy 5.282738 | Rotate Accuracy 25.1116 | Time 9.4450
Epoch 1 | Batch 25/63 | Loss 3.0288 | Rotate Loss 1.4063 | Accuracy 5.228365 | Rotate Accuracy 25.0901 | Time 9.4426
Epoch 1 | Batch 30/63 | Loss 3.0235 | Rotate Loss 1.4031 | Accuracy 5.393145 | Rotate Accuracy 25.0756 | Time 9.4178
Epoch 1 | Batch 35/63 | Loss 3.0196 | Rotate Loss 1.4007 | Accuracy 5.338542 | Rotate Accuracy 25.0651 | Time 9.4362
Epoch 1 | Batch 40/63 | Loss 3.0167 | Rotate Loss 1.3990 | Accuracy 5.678354 | Rotate Accuracy 25.0572 | Time 9.4385
Epoch 1 | Batch 45/63 | Loss 3.0144 | Rotate Loss 1.3976 | Accuracy 5.604620 | Rotate Accuracy 25.0510 | Time 9.3990
Epoch 1 | Batch 50/63 | Loss 3.0126 | Rotate Loss 1.3965 | Accuracy 5.484069 | Rotate Accuracy 25.0460 | Time 9.3702
Epoch 1 | Batch 55/63 | Loss 3.0111 | Rotate Loss 1.3956 | Accuracy 5.385045 | Rotate Accuracy 25.0419 | Time 9.4229
Epoch 1 | Batch 60/63 | Loss 3.0098 | Rotate Loss 1.3948 | Accuracy 5.097336 | Rotate Accuracy 25.0384 | Time 9.3818
Epoch 1 : Accuracy 5.000000, Rotate Accuracy 25.000000, Time 921.541216
Epoch 2 | Batch 0/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 3.125000 | Rotate Accuracy 25.0000 | Time 9.3586
Epoch 2 | Batch 5/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 4.166667 | Rotate Accuracy 25.0000 | Time 9.3643
Epoch 2 | Batch 10/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 4.261364 | Rotate Accuracy 25.0000 | Time 9.3384
Epoch 2 | Batch 15/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 4.101562 | Rotate Accuracy 25.0000 | Time 9.3337
Epoch 2 | Batch 20/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 4.166667 | Rotate Accuracy 25.0000 | Time 9.3536
Epoch 2 | Batch 25/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 4.807692 | Rotate Accuracy 25.0000 | Time 9.3973
Epoch 2 | Batch 30/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.040323 | Rotate Accuracy 25.0000 | Time 9.2883
Epoch 2 | Batch 35/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.034722 | Rotate Accuracy 25.0000 | Time 9.4149
Epoch 2 | Batch 40/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.182927 | Rotate Accuracy 25.0000 | Time 9.3947
Epoch 2 | Batch 45/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.163043 | Rotate Accuracy 25.0000 | Time 9.4154
Epoch 2 | Batch 50/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 4.901961 | Rotate Accuracy 25.0000 | Time 9.2870
Epoch 2 | Batch 55/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.022321 | Rotate Accuracy 25.0000 | Time 9.4197
Epoch 2 | Batch 60/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.020492 | Rotate Accuracy 25.0000 | Time 9.3934
Epoch 2 : Accuracy 5.000000, Rotate Accuracy 25.000000, Time 919.515385
Epoch 3 | Batch 0/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 3.125000 | Rotate Accuracy 25.0000 | Time 9.5409
Epoch 3 | Batch 5/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.208333 | Rotate Accuracy 25.0000 | Time 9.3840
Epoch 3 | Batch 10/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.965909 | Rotate Accuracy 25.0000 | Time 9.2917
Epoch 3 | Batch 15/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 6.054688 | Rotate Accuracy 25.0000 | Time 9.4173
Epoch 3 | Batch 20/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.654762 | Rotate Accuracy 25.0000 | Time 9.4102
Epoch 3 | Batch 25/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.408654 | Rotate Accuracy 25.0000 | Time 9.4462
Epoch 3 | Batch 30/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 6.048387 | Rotate Accuracy 25.0000 | Time 9.3172
Epoch 3 | Batch 35/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.642361 | Rotate Accuracy 25.0000 | Time 9.3340
Epoch 3 | Batch 40/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.335366 | Rotate Accuracy 25.0000 | Time 9.4122
Epoch 3 | Batch 45/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.095109 | Rotate Accuracy 25.0000 | Time 9.3640
Epoch 3 | Batch 50/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.024510 | Rotate Accuracy 25.0000 | Time 9.3197
Epoch 3 | Batch 55/63 | Loss 2.9957 | Rotate Loss 1.3863 | Accuracy 5.189732 | Rotate Accuracy 25.0000 | Time 9.3259
