Namespace(batch_size=32, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-09, init_gain_conv1=1e-09, init_gain_conv2=1e-09, init_gain_conv3=1e-09, init_gain_fc=1e-09, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=20, none_act=0.05, oc1=32, oc2=64, oc3=64, padding=2, reset=1, save_int=5, target_act=1.0, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2.857142857142857, tau_ref_low=2.857142857142857, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.0, train_samples=100, train_tau=False)
ca9cf395-92af-4e95-85b7-f742e8aa137d
Start Training Backbone
Epoch 1 | Batch 0/63 | Loss 6.6540 | Rotate Loss 3.1059 | Accuracy 9.375000 | Rotate Accuracy 25.0000 | Time 10.5243
Epoch 1 | Batch 5/63 | Loss 6.8494 | Rotate Loss 2.9515 | Accuracy 5.468750 | Rotate Accuracy 23.9583 | Time 10.5533
Epoch 1 | Batch 10/63 | Loss 6.7963 | Rotate Loss 3.1039 | Accuracy 4.971591 | Rotate Accuracy 23.0114 | Time 10.5017
Epoch 1 | Batch 15/63 | Loss 6.5764 | Rotate Loss 3.3404 | Accuracy 5.859375 | Rotate Accuracy 21.0938 | Time 10.6777
Epoch 1 | Batch 20/63 | Loss 6.6337 | Rotate Loss 3.6160 | Accuracy 5.208333 | Rotate Accuracy 19.8289 | Time 10.5754
Epoch 1 | Batch 25/63 | Loss 6.5733 | Rotate Loss 3.7547 | Accuracy 4.687500 | Rotate Accuracy 19.3810 | Time 10.5196
Epoch 1 | Batch 30/63 | Loss 6.4354 | Rotate Loss 3.8724 | Accuracy 4.536290 | Rotate Accuracy 19.1028 | Time 10.5288
Epoch 1 | Batch 35/63 | Loss 6.4205 | Rotate Loss 3.9834 | Accuracy 4.383681 | Rotate Accuracy 19.3142 | Time 10.5928
Epoch 1 | Batch 40/63 | Loss 6.3355 | Rotate Loss 4.1079 | Accuracy 4.687500 | Rotate Accuracy 18.8262 | Time 10.5027
Epoch 1 | Batch 45/63 | Loss 6.3698 | Rotate Loss 4.1620 | Accuracy 4.755435 | Rotate Accuracy 18.8689 | Time 10.4652
Epoch 1 | Batch 50/63 | Loss 6.3785 | Rotate Loss 4.2052 | Accuracy 4.595588 | Rotate Accuracy 18.7194 | Time 10.5447
Epoch 1 | Batch 55/63 | Loss 6.3928 | Rotate Loss 4.2295 | Accuracy 4.687500 | Rotate Accuracy 18.8198 | Time 10.5689
Epoch 1 | Batch 60/63 | Loss 6.4100 | Rotate Loss 4.2618 | Accuracy 4.456967 | Rotate Accuracy 19.0446 | Time 10.6326
Epoch 1 : Accuracy 4.975000, Rotate Accuracy 21.925000, Time 994.811845
Epoch 2 | Batch 0/63 | Loss 7.8547 | Rotate Loss 4.4638 | Accuracy 3.125000 | Rotate Accuracy 25.0000 | Time 10.5518
Epoch 2 | Batch 5/63 | Loss 6.6628 | Rotate Loss 4.4141 | Accuracy 2.604167 | Rotate Accuracy 23.8281 | Time 10.5890
Epoch 2 | Batch 10/63 | Loss 6.8523 | Rotate Loss 4.5260 | Accuracy 4.403409 | Rotate Accuracy 23.0824 | Time 10.5481
