Namespace(aux_classes=4, batch_size=32, burnin=10, conv_bias=True, dataset='ASL-DVS', delta_t=1, epochs=400, fc_bias=True, init_gain_backbone=0.5, init_gain_fc=1, k1=7, k2=7, log_int=10, lr=1e-05, lr_div=100, n_train=14, none_act=0.05, oc1=8, oc2=24, reset=1, save_int=5, target_act=0.95, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2.857142857142857, tau_ref_low=2.857142857142857, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.5, train_samples=1000)
9f9a719e-7a0b-4f01-adf4-af42c6223296
Start Training Backbone
Epoch 1 | Batch 0/438 | Loss 4041.879639 | Rotate Loss 3386.593750 | Time 0.894909
Epoch 1 | Batch 10/438 | Loss 4026.522661 | Rotate Loss 3466.592330 | Time 0.959889
Epoch 1 | Batch 20/438 | Loss 3938.177165 | Rotate Loss 3405.138207 | Time 0.954605
Epoch 1 | Batch 30/438 | Loss 3860.182657 | Rotate Loss 3333.693296 | Time 0.949054
Epoch 1 | Batch 40/438 | Loss 3781.206686 | Rotate Loss 3290.457984 | Time 0.947143
Epoch 1 | Batch 50/438 | Loss 3678.127451 | Rotate Loss 3244.113588 | Time 0.985546
Epoch 1 | Batch 60/438 | Loss 3584.193924 | Rotate Loss 3190.201844 | Time 0.948244
Epoch 1 | Batch 70/438 | Loss 3486.662158 | Rotate Loss 3138.232174 | Time 0.956040
Epoch 1 | Batch 80/438 | Loss 3398.413258 | Rotate Loss 3091.095390 | Time 0.941484
Epoch 1 | Batch 90/438 | Loss 3310.417848 | Rotate Loss 3039.230683 | Time 0.936836
Epoch 1 | Batch 100/438 | Loss 3223.433084 | Rotate Loss 2990.515161 | Time 0.942940
Epoch 1 | Batch 110/438 | Loss 3141.949353 | Rotate Loss 2940.010980 | Time 0.939081
Epoch 1 | Batch 120/438 | Loss 3060.787172 | Rotate Loss 2887.430850 | Time 0.948300
Epoch 1 | Batch 130/438 | Loss 2988.576002 | Rotate Loss 2837.231304 | Time 0.946811
Epoch 1 | Batch 140/438 | Loss 2917.267666 | Rotate Loss 2789.494432 | Time 0.957495
Epoch 1 | Batch 150/438 | Loss 2849.642728 | Rotate Loss 2746.474545 | Time 0.946976
Epoch 1 | Batch 160/438 | Loss 2789.984301 | Rotate Loss 2705.922409 | Time 0.948104
Epoch 1 | Batch 170/438 | Loss 2731.398405 | Rotate Loss 2669.043357 | Time 0.948936
Epoch 1 | Batch 180/438 | Loss 2675.146314 | Rotate Loss 2634.103936 | Time 0.947613
Epoch 1 | Batch 190/438 | Loss 2622.015783 | Rotate Loss 2600.744478 | Time 0.949162
Epoch 1 | Batch 200/438 | Loss 2570.828313 | Rotate Loss 2569.628401 | Time 0.947139
Epoch 1 | Batch 210/438 | Loss 2520.838611 | Rotate Loss 2541.061408 | Time 0.980494
Epoch 1 | Batch 220/438 | Loss 2473.691433 | Rotate Loss 2512.468450 | Time 0.953482
Epoch 1 | Batch 230/438 | Loss 2427.228855 | Rotate Loss 2486.826519 | Time 0.940497
Epoch 1 | Batch 240/438 | Loss 2380.801897 | Rotate Loss 2462.081075 | Time 0.939408
Epoch 1 | Batch 250/438 | Loss 2337.081731 | Rotate Loss 2439.906732 | Time 0.943485
