Namespace(batch_size=138, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-10, init_gain_conv1=1e-10, init_gain_conv2=1e-10, init_gain_conv3=1e-10, init_gain_fc=1e-10, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=64, oc1=32, oc2=64, oc3=64, padding=2, save_int=5, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2, tau_ref_low=2, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.0, train_samples=100, train_tau=False)
59ac76a2-d69a-4ac7-b926-0e663f28536b
Start Training Backbone
Epoch 1 | Batch 0/47 | Loss 9.3809 | Rotate Loss 4.2118 | Accuracy 3.623188 | Rotate Accuracy 27.5362 | Time 19.0230
Epoch 1 | Batch 5/47 | Loss 9.0695 | Rotate Loss 5.7363 | Accuracy 2.173913 | Rotate Accuracy 28.7440 | Time 18.8376
Epoch 1 | Batch 10/47 | Loss 8.3182 | Rotate Loss 4.3562 | Accuracy 1.778656 | Rotate Accuracy 25.8235 | Time 19.1936
Epoch 1 | Batch 15/47 | Loss 8.0201 | Rotate Loss 3.6592 | Accuracy 1.766304 | Rotate Accuracy 28.0797 | Time 19.4761
Epoch 1 | Batch 20/47 | Loss 7.7851 | Rotate Loss 3.1505 | Accuracy 1.656315 | Rotate Accuracy 31.4700 | Time 18.6946
Epoch 1 | Batch 25/47 | Loss 7.6064 | Rotate Loss 2.9341 | Accuracy 1.672241 | Rotate Accuracy 32.9989 | Time 19.8948
Epoch 1 | Batch 30/47 | Loss 7.5579 | Rotate Loss 2.7199 | Accuracy 1.706405 | Rotate Accuracy 35.0865 | Time 19.3544
Epoch 1 | Batch 35/47 | Loss 7.5783 | Rotate Loss 2.5530 | Accuracy 1.650564 | Rotate Accuracy 36.9565 | Time 18.9866
Epoch 1 | Batch 40/47 | Loss 7.5900 | Rotate Loss 2.5749 | Accuracy 1.643690 | Rotate Accuracy 37.3454 | Time 19.4809
Epoch 1 | Batch 45/47 | Loss 7.6006 | Rotate Loss 2.5274 | Accuracy 1.654064 | Rotate Accuracy 37.5551 | Time 19.4303
Epoch 1 : Accuracy 1.531250, Rotate Accuracy 39.109375, Time 1528.604396
Epoch 2 | Batch 0/47 | Loss 6.7718 | Rotate Loss 3.7978 | Accuracy 0.000000 | Rotate Accuracy 39.1304 | Time 19.5979
Epoch 2 | Batch 5/47 | Loss 7.5026 | Rotate Loss 3.4915 | Accuracy 1.570048 | Rotate Accuracy 39.0097 | Time 18.7972
Epoch 2 | Batch 10/47 | Loss 7.8062 | Rotate Loss 3.1520 | Accuracy 1.449275 | Rotate Accuracy 43.0171 | Time 18.8787
Epoch 2 | Batch 15/47 | Loss 7.9465 | Rotate Loss 2.8471 | Accuracy 1.403986 | Rotate Accuracy 43.2065 | Time 18.3847
Epoch 2 | Batch 20/47 | Loss 7.6877 | Rotate Loss 2.7516 | Accuracy 1.518288 | Rotate Accuracy 42.8916 | Time 19.3314
Epoch 2 | Batch 25/47 | Loss 7.5805 | Rotate Loss 2.6221 | Accuracy 1.449275 | Rotate Accuracy 44.2308 | Time 18.9355
Epoch 2 | Batch 30/47 | Loss 7.4654 | Rotate Loss 2.3987 | Accuracy 1.332398 | Rotate Accuracy 44.9509 | Time 18.9889
Epoch 2 | Batch 35/47 | Loss 7.3175 | Rotate Loss 2.2028 | Accuracy 1.227858 | Rotate Accuracy 45.2295 | Time 19.5379
Epoch 2 | Batch 40/47 | Loss 7.2449 | Rotate Loss 2.0937 | Accuracy 1.307883 | Rotate Accuracy 45.5285 | Time 19.3887
Epoch 2 | Batch 45/47 | Loss 7.2049 | Rotate Loss 2.0770 | Accuracy 1.386263 | Rotate Accuracy 45.8255 | Time 19.6659
Epoch 2 : Accuracy 1.703125, Rotate Accuracy 37.562500, Time 1519.785711
Epoch 3 | Batch 0/47 | Loss 6.4904 | Rotate Loss 2.2871 | Accuracy 2.898551 | Rotate Accuracy 36.9565 | Time 19.6432
Epoch 3 | Batch 5/47 | Loss 6.7517 | Rotate Loss 1.7172 | Accuracy 1.328502 | Rotate Accuracy 41.9082 | Time 18.9884
Epoch 3 | Batch 10/47 | Loss 6.8235 | Rotate Loss 2.1874 | Accuracy 1.185771 | Rotate Accuracy 38.2740 | Time 19.2551
Epoch 3 | Batch 15/47 | Loss 6.9526 | Rotate Loss 2.2487 | Accuracy 1.403986 | Rotate Accuracy 38.8134 | Time 18.8954
Epoch 3 | Batch 20/47 | Loss 7.1696 | Rotate Loss 2.4305 | Accuracy 1.483782 | Rotate Accuracy 36.9565 | Time 19.2491
Epoch 3 | Batch 25/47 | Loss 7.4171 | Rotate Loss 2.4166 | Accuracy 1.477146 | Rotate Accuracy 38.9911 | Time 19.6108
Epoch 3 | Batch 30/47 | Loss 7.4474 | Rotate Loss 2.5053 | Accuracy 1.542777 | Rotate Accuracy 39.8083 | Time 18.9378
Epoch 3 | Batch 35/47 | Loss 7.4274 | Rotate Loss 2.5042 | Accuracy 1.509662 | Rotate Accuracy 40.9219 | Time 19.2874
Epoch 3 | Batch 40/47 | Loss 7.3949 | Rotate Loss 2.3589 | Accuracy 1.537646 | Rotate Accuracy 41.9229 | Time 18.9828
Epoch 3 | Batch 45/47 | Loss 7.3027 | Rotate Loss 2.2214 | Accuracy 1.669817 | Rotate Accuracy 42.4386 | Time 19.2100
Epoch 3 : Accuracy 1.718750, Rotate Accuracy 49.750000, Time 1528.337140
Epoch 4 | Batch 0/47 | Loss 5.6324 | Rotate Loss 1.1443 | Accuracy 3.623188 | Rotate Accuracy 39.8551 | Time 19.5600
Epoch 4 | Batch 5/47 | Loss 6.3247 | Rotate Loss 1.1310 | Accuracy 1.932367 | Rotate Accuracy 48.4300 | Time 18.8947
Epoch 4 | Batch 10/47 | Loss 6.6672 | Rotate Loss 1.1461 | Accuracy 2.042161 | Rotate Accuracy 48.6166 | Time 18.9629
Epoch 4 | Batch 15/47 | Loss 6.8019 | Rotate Loss 1.5082 | Accuracy 1.766304 | Rotate Accuracy 47.4185 | Time 19.4028
Epoch 4 | Batch 20/47 | Loss 6.9121 | Rotate Loss 1.6495 | Accuracy 1.690821 | Rotate Accuracy 46.4803 | Time 19.3492
Epoch 4 | Batch 25/47 | Loss 7.0134 | Rotate Loss 1.7740 | Accuracy 1.839465 | Rotate Accuracy 46.1817 | Time 18.9478
